0.011032609307932895, 3.223055650516683e-7
0.01498650991252404, 2.4514199713448287e-7
0.02076234052872102, 1.8147573613528868e-7
0.029858936954630245, 1.3166806002486922e-7
0.04136663042270892, 9.7799757911504e-8
0.05949057660953611, 7.072014682658375e-8
0.08241836271598794, 5.2499811887657616e-8
0.1177260354455742, 3.8389999663086804e-8
0.1661726084641684, 2.810896692491164e-8
0.23455589665679122, 2.0608105824791915e-8
0.3310802494162833, 1.5108845046504938e-8
0.4673262668554393, 1.1062621240243934e-8
0.6720757479137077, 7.941593906736741e-9
0.931095072884061, 5.938517093495757e-9
1.3390354060301415, 4.284620756619254e-9
1.8551023048253987, 3.187850736627383e-9
2.667877578038307, 2.29104230889259e-9
3.696082883038762, 1.7112676715448388e-9
5.279468921238276, 1.2415946026393897e-9
7.3141867048007745, 9.325929886771129e-10
9.679050350667252, 7.292600614768087e-10
