index,period,frequency,rlnm_rot_rate,rhnm_rot_rate,nlnm_acc,nhnm_acc,gsn_horizontal_acc,gsn_vertical_acc,gsn_vertical_rot_rate,gsn_transverse_rot_rate
217,2.00447,0.49888499204278436,6.382106233036616e-23,2.3815737177967764e-18,5.307622176426453e-16,1.9806147089717434e-11,2.317115120796091e-16,6.682642396435137e-16,6.0013989447169726e-24,8.035487883984731e-23
218,2.03236,0.4920388120214922,6.85749289811952e-23,2.489231949217761e-18,5.706896548928049e-16,2.0715718457933556e-11,2.4455928489691965e-16,7.053176732680062e-16,6.329694359718435e-24,8.475203455829308e-23
219,2.06063,0.48528847973677947,7.368222630404103e-23,2.6017330841814937e-18,6.13620697509688e-16,2.166706070011788e-11,2.5793586635842007e-16,7.438962098248257e-16,6.671138455300699e-24,8.932542383508147e-23
220,2.0893,0.47862920595414726,7.916914201016101e-23,2.7192925842510847e-18,6.5978129651395405e-16,2.266209208895672e-11,2.71865463316289e-16,7.840696627363612e-16,7.026314986265262e-24,9.40828768608799e-23
221,2.11836,0.47206329424649257,8.504427324787929e-23,2.8421374302066757e-18,7.092510705558563e-16,2.370281899129783e-11,2.8635835554989554e-16,8.258676792518247e-16,7.395450376732244e-24,9.902743823261217e-23
222,2.14783,0.4655861963004521,9.137553605320953e-23,2.9705026062683127e-18,7.626056174186736e-16,2.4791339913758644e-11,3.014400614286688e-16,8.69363855255988e-16,7.779157261776594e-24,1.0416732644612643e-22
223,2.17771,0.4591979648346199,9.817717552992948e-23,3.1046348891672564e-18,8.199738454574752e-16,2.592984973412533e-11,3.1712673454025565e-16,9.146047782699869e-16,8.17780739248936e-24,1.095075341172958e-22
224,2.208,0.45289855072463764,1.054840671930225e-22,3.2447920309835096e-18,8.816576902621905e-16,2.7120644127071708e-11,3.334347532083377e-16,9.61637683961672e-16,8.591776227230273e-24,1.150531041590413e-22
225,2.23872,0.4466838193253288,1.1333361145614843e-22,3.39124157699325e-18,9.479818010107205e-16,2.8366124193125144e-11,3.503918971112061e-16,1.0105426899109786e-15,9.02172609602544e-24,1.2081292326088309e-22
226,2.26986,0.4405558052038452,1.2176605324936716e-22,3.545081547144726e-18,1.0192952491349293e-15,2.967563358073532e-11,3.6801009926190256e-16,1.0613542113518112e-15,9.467914814108158e-24,1.2679045990412242e-22
227,2.30144,0.43451056729699666,1.3082452394428082e-22,3.704666882791784e-18,1.0959733655238051e-15,3.103558957651681e-11,3.9331152308076083e-16,1.1252723886430344e-15,1.0110802223768411e-23,1.343218997676191e-22
228,2.33346,0.4285481645282113,1.4055539942671015e-22,3.8718411718744376e-18,1.1784197159331343e-15,3.246160583306224e-11,4.216020469246528e-16,1.1947974966681484e-15,1.0829323322182055e-23,1.425088507155917e-22
229,2.36592,0.4226685602218165,1.510084837382574e-22,4.04642361797529e-18,1.2670682249985438e-15,3.3952362571277236e-11,4.512840945829744e-16,1.2674050425398277e-15,1.1582268575980422e-23,1.5104862546480552e-22
230,2.39883,0.4168698907384017,1.6219986994015135e-22,4.228930050195762e-18,1.3620717952990948e-15,3.551239805426354e-11,4.824083374873272e-16,1.343205481513449e-15,1.2370824066680523e-23,1.5995320889567254e-22
231,2.4322,0.4111503988158869,1.6911997162324988e-22,4.4196196629877855e-18,1.4213466164728279e-15,3.7144113695090477e-11,5.150272820329563e-16,1.4223131611410507e-15,1.3196215679529337e-23,1.6923497665085395e-22
232,2.46604,0.40550842646510193,1.7608989425256143e-22,4.618749754441345e-18,1.4811532641485466e-15,3.884990847495262e-11,5.491953131771011e-16,1.5048464137514904e-15,1.4059709812030755e-23,1.7890670214751677e-22
233,2.50034,0.39994560739739393,1.8330216129274603e-22,4.826892044034681e-18,1.5431210656577847e-15,4.063497529039034e-11,5.849475633463071e-16,1.5908767899138831e-15,1.4961952739847495e-23,1.8897490315665925e-22
234,2.53513,0.3944570889855747,1.9077878820029835e-22,5.042316309095169e-18,1.6080516721862644e-15,4.25010833176048e-11,6.223621510767992e-16,1.6805789088475562e-15,1.589121841909295e-23,1.993833987119404e-22
235,2.57039,0.3890460202537358,1.9855721093582431e-22,5.267392291105808e-18,1.675714393360824e-15,4.445391348963251e-11,6.614655621512277e-16,1.7740030081997156e-15,1.6859876365355198e-23,2.102035352178606e-22
236,2.60615,0.3837077681637665,2.0664926738022979e-22,5.5024216838976414e-18,1.7462241896113409e-15,4.6496471861110856e-11,7.023402396791398e-16,1.8713328804081194e-15,1.786971550334718e-23,2.2145470842832807e-22
237,2.64241,0.37844240674232993,2.150674662031276e-22,5.747708290043179e-18,1.8197008586099823e-15,4.8631761442490026e-11,7.450375818066484e-16,1.97267755042995e-15,1.8921739152587233e-23,2.331475310347663e-22
238,2.67917,0.3732499244168903,2.2382480974888575e-22,6.00396599741434e-18,1.8962692388099928e-15,5.086628262761048e-11,7.89609705334033e-16,2.07814756762056e-15,2.0016954639689235e-23,2.452926907387273e-22
239,2.71644,0.3681288745564047,2.329347307557994e-22,6.271396322867847e-18,1.9760594215489912e-15,5.320225004601279e-11,8.300172098881563e-16,2.1923328008019775e-15,2.100220848905827e-23,2.58428691522653e-22
240,2.75423,0.36307788383686185,2.4235537095067868e-22,6.550774484561498e-18,2.0587328767335223e-15,5.564677500866453e-11,8.712927356142853e-16,2.3117597249983682e-15,2.2005122952096653e-23,2.7214185581461345e-22
241,2.79254,0.35809692967692497,2.522106635950414e-22,6.842478552699014e-18,2.1453591158157094e-15,5.820362045189481e-11,9.14158523942737e-16,2.4360628515995447e-15,2.3043719786859837e-23,2.8638609910655546e-22
242,2.83139,0.35318341874485676,2.6246194543999294e-22,7.146877589028123e-18,2.2356303665370035e-15,6.087654550136322e-11,9.586796797001073e-16,2.565442189234664e-15,2.4119321529069264e-23,3.011816971082547e-22
243,2.87078,0.3483373856582532,2.731249417637098e-22,7.464854750095064e-18,2.3297000017090557e-15,6.367368725738637e-11,1.004900341426075e-15,2.7000373187407982e-15,2.523272822196132e-23,3.1654184440053917e-22
244,2.91072,0.3435576077396658,2.842158949315183e-22,7.796655811538021e-18,2.427727847681004e-15,6.659781796164329e-11,1.0528774134725712e-15,2.8400252534138715e-15,2.6385033658370066e-23,3.3248385719930026e-22
245,2.95121,0.3388440673486468,2.95751777202233e-22,8.143242407359647e-18,2.529880455887929e-15,6.965783945179754e-11,1.1026571130711658e-15,2.9855521476105267e-15,2.757705994669326e-23,3.4902137432254696e-22
246,2.99226,0.33419555787264477,3.0775011773925425e-22,8.505076568005578e-18,2.636331385825387e-15,7.285846211788847e-11,1.1542990180492827e-15,3.1368034690510948e-15,2.880993448795021e-23,3.6617234165466706e-22
247,3.03389,0.3296098408314079,3.2015527986596877e-22,8.882611514193208e-18,2.7466289924159615e-15,7.6204391579813e-11,1.2078775259120085e-15,3.294008612924681e-15,3.008511967045204e-23,3.8395948352099124e-22
248,3.0761,0.32508696076200383,3.3313073567384693e-22,9.276939063373356e-18,2.862200149051203e-15,7.970581374371423e-11,1.2634434371119832e-15,3.4573282272671042e-15,3.140349714588156e-23,4.023975388993118e-22
249,3.11889,0.32062688969473113,3.466253756649096e-22,9.688361903327871e-18,2.982634245778774e-15,8.336619886219567e-11,1.3210482598669832e-15,3.626925198304455e-15,3.276595037547248e-23,4.215013326391128e-22
250,3.16228,0.316227532033849,3.6065946185910076e-22,1.0118061861450814e-17,3.108135902739486e-15,8.719669012870742e-11,1.3807163628164432e-15,3.8037638952049e-15,3.417264135986954e-23,4.413782030169681e-22
251,3.20627,0.31188889270086423,3.752542808746058e-22,1.0566609437401818e-17,3.238918349968779e-15,9.120318394233156e-11,1.4336867688196947e-15,4.1027531582679566e-15,3.540678555521673e-23,4.753363683980178e-22
252,3.25087,0.3076099628714775,3.9043181190368916e-22,1.1034564465325212e-17,3.375203789679246e-15,9.539157073095476e-11,1.488409593169882e-15,4.417435277018294e-15,3.6677591673753665e-23,5.109935182128458e-22
253,3.2961,0.3033888534935226,4.062147315386934e-22,1.1523268177795318e-17,3.517223773787025e-15,9.977460106663947e-11,1.5449521240133926e-15,4.748436302394049e-15,3.798630916523841e-23,5.484111622868788e-22
254,3.34195,0.2992264994987956,4.2252970710069995e-22,1.2033092317690477e-17,3.664375746478318e-15,1.0435661896210968e-10,1.6033455527175565e-15,5.0961786959600975e-15,3.933333552848477e-23,5.876272087561662e-22
255,3.38844,0.2951210586582616,4.395918702095219e-22,1.2565496455888589e-17,3.818563350459777e-15,1.0915157330802942e-10,1.663660006306403e-15,5.461320712610944e-15,4.0719952331933755e-23,6.287056061493858e-22
256,3.43558,0.2910716676660127,4.573332212758456e-22,1.3121175677581885e-17,3.979238776342234e-15,1.1416684513268718e-10,1.7259548119160839e-15,5.84446672402453e-15,4.214717229321416e-23,6.717035452681635e-22
257,3.48337,0.28707831783588883,4.757804215963857e-22,1.3700820194596419e-17,4.146675015156983e-15,1.194098079897174e-10,1.7902773320914482e-15,6.246154006378052e-15,4.361571683919746e-23,7.166700490508532e-22
258,3.53183,0.2831393356984906,4.950351555478699e-22,1.4308234260883473e-17,4.321156544702993e-15,1.2489642286340902e-10,1.856703246768796e-15,6.667103806271515e-15,4.512385005466137e-23,7.637887532302455e-22
259,3.58096,0.2792547249899468,5.150996986089431e-22,1.494312040335907e-17,4.502979812880884e-15,1.3063212752694493e-10,1.92528274284081e-15,7.107885439013709e-15,4.667346909664591e-23,8.130770732992637e-22
260,3.63078,0.27542291188119356,5.359669163839791e-22,1.560622927072675e-17,4.692453741364404e-15,1.3663438300275172e-10,1.9960953850616884e-15,7.569264220207167e-15,4.826750789115941e-23,8.645530519860638e-22
261,3.68129,0.2716439074346221,5.575401182780136e-22,1.6298443183996175e-17,4.8887744389414425e-15,1.4291242875679176e-10,2.0691943089481968e-15,8.051842914070174e-15,4.990672209207978e-23,9.182721573136671e-22
262,3.7325,0.2679169457468185,5.801036591638371e-22,1.7020628978170662e-17,5.094481623274442e-15,1.494754948983579e-10,2.144621675783496e-15,8.5362703214672e-15,5.1591558180393684e-23,9.720167850781202e-22
263,3.78443,0.26424058576853054,6.035679743263688e-22,1.7774859959401283e-17,5.30884444230988e-15,1.5634356115998672e-10,2.2222036436471574e-15,8.826054508906426e-15,5.331723335372677e-23,1.0034431973141282e-21
264,3.83707,0.26061552173924374,6.279687373827781e-22,1.8319264090246818e-17,5.532227103123724e-15,1.6138753934110096e-10,2.3022531770884064e-15,9.1247373002028e-15,5.509072913979288e-23,1.0357582316392017e-21
265,3.89045,0.25703967407369327,6.53342246424255e-22,1.8752567675711654e-17,5.765009137698545e-15,1.6547027931756685e-10,2.3848744314227414e-15,9.432694313666004e-15,5.691384648150537e-23,1.0689970380834625e-21
266,3.94457,0.25351305719001055,6.797267540385591e-22,1.9195718128232314e-17,6.007586047756753e-15,1.6965630338760805e-10,2.4701279804663854e-15,9.750138102001679e-15,5.878739425963756e-23,1.103176828565939e-21
267,3.99945,0.2500343797272125,7.071615731744003e-22,1.964891859086319e-17,6.260369976726452e-15,1.7394822440535178e-10,2.5581075807191648e-15,1.0077404414645384e-14,6.071288530953112e-23,1.1383277962593588e-21
268,4.05508,0.24660425934876745,7.355187745793437e-22,2.011193065164366e-17,6.5222884246564085e-15,1.7834461474043226e-10,2.64886073536966e-15,1.041465656007639e-14,6.269079357649815e-23,1.1744613135742529e-21
269,4.1115,0.24322023592362882,7.651722222987869e-22,2.058586856713622e-17,6.796729719504561e-15,1.8285633039804008e-10,2.7425184012356924e-15,1.0762367582285154e-14,6.472338422175261e-23,1.2116216268687872e-21
270,4.16869,0.2398835125662978,7.960039755822605e-22,2.107051917945499e-17,7.0827188054674674e-15,1.8748218226438547e-10,2.8391148544133695e-15,1.11206509964916e-14,6.681079061111194e-23,1.2498141811639934e-21
271,4.22669,0.236591753831012,8.280592087499085e-22,2.1566088906909223e-17,7.38074158420106e-15,1.9222505772757602e-10,2.9387869550601912e-15,1.1490000561425637e-14,6.895533729327936e-23,1.2890846624133663e-21
272,4.28548,0.23334608958623074,8.613862697539917e-22,2.2072826263976446e-17,7.691304402866113e-15,1.9708791722011782e-10,3.0415714782113084e-15,1.1870538561050659e-14,7.115715973936161e-23,1.3294388565955108e-21
273,4.3451,0.23014430047639867,8.678095097562016e-22,2.2590425180343154e-17,7.762471166286928e-15,2.0206914319922592e-10,3.1476113973467472e-15,1.2262780205663006e-14,7.341864114473812e-23,1.3709239043286267e-21
274,4.40555,0.22698641486307045,8.662451156737804e-22,2.3120158063243996e-17,7.762471166286928e-15,2.0718103580455199e-10,3.208967866523881e-15,1.249677060162186e-14,7.462411482670982e-23,1.3945644709594124e-21
275,4.46684,0.22387190944829005,8.646632979155279e-22,2.3661758909744043e-17,7.762471166286928e-15,2.1242224773887033e-10,3.0677227782127985e-15,1.2011710310432547e-14,7.112173166126373e-23,1.3379869410313825e-21
276,4.52898,0.2208002684931265,8.631587128229552e-22,2.4218132933543344e-17,7.762471166286928e-15,2.1779605048891365e-10,2.9277641247575772e-15,1.1529724639138666e-14,6.769123202149347e-23,1.2820636709021669e-21
277,4.59198,0.21777098332309808,8.617469572117091e-22,2.4790184477693872e-17,7.762471166286928e-15,2.2330579830264098e-10,2.789204271143582e-15,1.1051143422543458e-14,6.433547350970373e-23,1.2268373065844638e-21
278,4.65586,0.21478309055684666,8.603190153385992e-22,2.385610414626186e-17,7.762471166286928e-15,2.1524843374804724e-10,2.6521383915013487e-15,1.0576235035876247e-14,6.102771531237222e-23,1.1721700367238853e-21
279,4.72063,0.21183613204169782,8.588747995257134e-22,2.2756206189910552e-17,7.762471166286928e-15,2.0566955102281163e-10,2.516688559433279e-15,1.0105358636641983e-14,5.777074154709373e-23,1.1181024299163887e-21
280,4.7863,0.20892965338570504,8.574142254496923e-22,2.1706544087432885e-17,7.762471166286928e-15,1.9651694314969127e-10,2.382981036904516e-15,9.638886032356522e-15,5.456740081928114e-23,1.064676161056073e-21
281,4.85288,0.20606320370584066,8.559372121723046e-22,2.070484138840557e-17,7.762471166286928e-15,1.8777164024934163e-10,2.2511463499811002e-15,9.177201909296728e-15,5.142060593972093e-23,1.0119340155363406e-21
282,4.92039,0.20323592235574822,8.544434611963584e-22,1.974891909270335e-17,7.762471166286928e-15,1.7941551663090488e-10,2.121300417434143e-15,8.720637297229164e-15,4.8332883873331474e-23,9.599122955128173e-22
283,4.98884,0.20044739859366106,8.529329001999015e-22,1.8836701981268994e-17,7.762471166286928e-15,1.7143125322434042e-10,1.993584261623621e-15,8.269608584133934e-15,4.5307321055458646e-23,9.08656674155128e-22
284,5.05825,0.19769683190826867,7.591652474212656e-22,1.7966203684967418e-17,6.921496442266463e-15,1.6380230168456632e-10,1.8681256679252744e-15,7.824482640197143e-15,4.234664880831112e-23,8.58206798058191e-22
285,5.12861,0.19498460596535902,6.601579034171243e-22,1.7135541259763797e-17,6.029759632855559e-15,1.5651285009303196e-10,1.7451109855465113e-15,7.38583182988219e-15,3.945493369082403e-23,8.086251447302574e-22
286,5.19996,0.19230917160901237,5.741812029740304e-22,1.634289426230428e-17,5.2541201511008115e-15,1.4954779018561232e-10,1.6288394515735483e-15,6.946160282165627e-15,3.672885561767763e-23,7.590908757632187e-22
287,5.2723,0.18967054226808033,4.992749533058211e-22,1.5586542200370747e-17,4.5772011670508515e-15,1.4289268603891843e-10,1.5249324445499105e-15,6.495839220687894e-15,3.429384488209652e-23,7.085574142857065e-22
288,5.34565,0.18706798986091494,4.341302614503014e-22,1.4864833867137073e-17,3.987493609041729e-15,1.3653374415011072e-10,1.423071096096149e-15,6.054638814890636e-15,3.1916405461981614e-23,6.591864939257658e-22
289,5.42001,0.18450150460977008,3.7756335934647457e-22,1.4176200321972657e-17,3.474561474970428e-15,1.3045778484820948e-10,1.3234008392362095e-15,5.6231999618454576e-15,2.9599609983399436e-23,6.110452450375507e-22
290,5.49541,0.18197004409134168,3.28283323364239e-22,1.3519132399912015e-17,3.026913428101305e-15,1.246522149776396e-10,1.2260311080686781e-15,5.202008060667342e-15,2.734565104428031e-23,5.641828003632883e-22
291,5.57186,0.17947328181253658,2.8553182626288782e-22,1.2893906692511486e-17,2.6375457408893377e-15,1.1910500179740712e-10,1.1311036738988716e-15,4.79168891949723e-15,2.5169459355216202e-23,5.187321178385934e-22
292,5.64937,0.17701088793971717,2.4828682766439245e-22,1.2297410758181824e-17,2.297735319360636e-15,1.1380464804179433e-10,1.0387644597184462e-15,4.3928866422079744e-15,2.306077059181663e-23,4.746829974248724e-22
293,5.72796,0.17458222473620624,2.158949235014372e-22,1.1728228820411312e-17,2.0017046589899647e-15,1.0874016809089732e-10,9.491524638730974e-16,4.006215864610286e-15,2.1021564845952706e-23,4.320925485864185e-22
294,5.80764,0.17218698128671886,1.877676205392994e-22,1.1185121415594486e-17,1.744214931561177e-15,1.039010652016083e-10,8.624236844867425e-16,3.632365089865351e-15,1.9055004382660248e-23,3.910301061598918e-22
295,5.88844,0.16982426584969873,1.632631673534946e-22,1.0666899852576364e-17,1.5194975354068984e-15,9.927730975185602e-11,7.787183328810472e-16,3.2719553467519458e-15,1.716385103488301e-23,3.515568672553829e-22
296,5.97035,0.16749436800187595,1.4195317474437064e-22,1.0172439365497425e-17,1.3237317937881891e-15,9.485931845300623e-11,6.9822362057963e-16,2.9258105950426005e-15,1.5351883200457564e-23,3.1375547872764176e-22
297,6.05341,0.16519614564352983,1.2705477745065955e-22,9.700653670349172e-18,1.1871347010436e-15,9.063793448734804e-11,6.210819691329037e-16,2.5945626511970487e-15,1.3621821321741744e-23,2.7768675276684292e-22
298,6.13762,0.1629296046350214,1.1567138104678934e-22,9.250515194330344e-18,1.0829290400480468e-15,8.660440852948638e-11,5.66292172350688e-16,2.360697211700457e-15,1.2388888953156681e-23,2.5215420088705115e-22
299,6.223,0.1606941989394183,1.0530517187618422e-22,8.821038169364374e-18,9.878704621711737e-16,8.275038061231552e-11,5.426936142878967e-16,2.262322582441076e-15,1.1842359926849343e-23,2.4115942069948266e-22
300,6.30958,0.1584891545871516,9.586543966717114e-23,8.288235230762561e-18,9.011560443397054e-16,7.791121911130934e-11,5.19276240547482e-16,2.1647032405526137e-15,1.1302111992154749e-23,2.3028223492256604e-22
301,6.39735,0.15631472406543334,8.726963516027269e-23,6.938461141008001e-18,8.220533433757717e-16,6.535818751130754e-11,4.960641389968727e-16,2.067939599997825e-15,1.076868437268423e-23,2.1953360554948313e-22
302,6.48634,0.15417014834251672,7.944246408249318e-23,5.808215297254487e-18,7.498942093324558e-16,5.482643405225347e-11,4.730712374724186e-16,1.972089720892228e-15,1.0242376622221148e-23,2.0891969143073922e-22
303,6.57658,0.1520547153687783,7.232007692781843e-23,4.862267850949771e-18,6.840691418893668e-16,4.599175689145384e-11,4.503125021611844e-16,1.8772159918728087e-15,9.727093626496716e-24,1.9846006292201497e-22
304,6.66807,0.1499684316451387,6.583528922009793e-23,4.070321817388949e-18,6.24022142138976e-16,3.858069083877693e-11,4.278112468155637e-16,1.783415599830552e-15,9.220030827716327e-24,1.8815307003694437e-22
305,6.76083,0.14791083343317313,5.993038566790187e-23,3.4072741037561635e-18,5.692460162787103e-16,3.236383661337971e-11,4.055863801138094e-16,1.6907673683277834e-15,8.720914783858768e-24,1.780044788385061e-22
306,6.85488,0.1458814742198259,5.455363511781336e-23,2.852487136386381e-18,5.19278091540882e-16,2.715188590327263e-11,3.8365765186873273e-16,1.5993536273230196e-15,8.230160395941548e-24,1.6802279092966922e-22
307,6.95024,0.14387992357098459,4.965791220573152e-23,2.3871980790784267e-18,4.736963081746322e-16,2.2771938382268647e-11,3.620456706645833e-16,1.5092602866929607e-15,7.748196540365977e-24,1.582168016064978e-22
308,7.04693,0.1419057660569922,4.520028791819435e-23,1.99821033653997e-18,4.321156544702993e-16,1.9102930691636606e-11,3.4077192176950757e-16,1.4205769109032807e-15,7.275466096629693e-24,1.4859560101213782e-22
309,7.14496,0.1399587961304192,4.115114008751478e-23,1.6725606376113552e-18,3.9427568959559115e-16,1.602507238881421e-11,3.198608846780074e-16,1.333405546360097e-15,6.81247236469571e-24,1.3916951990627402e-22
310,7.24436,0.13803841885273507,3.7455035765634764e-23,1.3999425576869238e-18,3.5966650934614704e-16,1.3443117666713024e-11,2.962251197626801e-16,1.2348752309643733e-15,6.293593463348305e-24,1.2859772800628865e-22
311,7.34514,0.1361444438091037,3.4089935465972366e-23,1.1717263029481136e-18,3.2809529311311897e-16,1.1277166693314742e-11,2.6988033869012166e-16,1.125051456006711e-15,5.719627648828159e-24,1.1689570785138906e-22
312,7.44732,0.13427649140899006,3.1026272964962686e-23,9.806851725362153e-19,2.9929537103323354e-16,9.460193072899118e-12,2.444219326749228e-16,1.018922729652705e-15,5.1670510832866106e-24,1.0562600628026214e-22
313,7.55092,0.13243419344927507,2.8232743134057005e-23,8.2064074668032485e-19,2.7302348129400676e-16,7.935969681957687e-12,2.1989712378230384e-16,9.166859073431994e-16,4.637591590663521e-24,9.479242457084091e-23
314,7.65596,0.13061719235732683,2.5685762601776277e-23,6.865820804595231e-19,2.4905771539521e-16,6.6573286937843875e-12,1.9635485884673605e-16,8.185450345933665e-16,4.131937407107586e-24,8.441799686496409e-23
315,7.76247,0.12882497452486127,2.3367765768436113e-23,5.744036497579988e-19,2.271956437735262e-16,5.584701947368306e-12,1.7384379481012366e-16,7.247029484535905e-16,3.650043520698395e-24,7.453791133442427e-23
316,7.87046,0.12705737657011154,2.1258235192775416e-23,4.805374147734622e-19,2.0725260595825724e-16,4.68489649160013e-12,1.5241874219603567e-16,6.353881384823453e-16,3.1929460375399454e-24,6.517278962117342e-23
317,7.97995,0.12531406838388712,1.9338480974043545e-23,4.472211741818663e-19,1.8906015081568043e-16,4.372199799574546e-12,1.3213403676457644e-16,5.508271150989217e-16,2.7616568520472204e-24,5.634270172413462e-23
318,8.09096,0.12359472794328484,1.759148429405868e-23,4.324167266695464e-19,1.724646137074248e-16,4.2393570934136464e-12,1.1304588020738383e-16,4.712541672625008e-16,2.3572132281960305e-24,4.806818108189742e-23
319,8.20352,0.12189889218286785,1.6001744302307523e-23,4.1799138069465556e-19,1.5732581854464669e-16,4.109604232515496e-12,9.521086009809244e-17,3.96905192580163e-16,1.9806458204860044e-24,4.036956847056561e-23
320,8.31764,0.12022641037602011,1.455515517847399e-23,4.041260444040272e-19,1.4351589377477848e-16,3.984740097177756e-12,7.869081206640359e-17,3.280379662874232e-16,1.6330805467152058e-24,3.3269092211050717e-23
321,8.43335,0.1185768407572317,1.323886539002325e-23,3.906166637297684e-19,1.309181922999404e-16,3.862780230114958e-12,6.354652315511302e-17,2.6490589238845837e-16,1.3156047544835108e-24,2.678812920300598e-23
322,8.55067,0.11694989983241079,1.204069324763342e-23,3.776169605926885e-19,1.1942630620397687e-16,3.745415470361003e-12,5.476439214097088e-17,2.266219636157923e-16,1.131053657217529e-24,2.2848278857537273e-23
323,8.66962,0.11534530925230864,1.0949969026342863e-23,3.6493279276781556e-19,1.0894316796591382e-16,3.6307805477010025e-12,5.004507349336236e-17,2.0422496967343038e-16,1.0311068335745836e-24,2.0526822691897065e-23
324,8.79022,0.11376279547042054,9.957672158091391e-24,3.5274252850097743e-19,9.938023056811242e-17,3.520464748894213e-12,4.547734300867559e-17,1.8270671730592662e-16,9.347201990638143e-25,1.8306795844738756e-23
325,8.91251,0.1122018376416969,9.057032433225845e-24,3.4086775708112417e-19,9.067759645839039e-17,3.412714832386874e-12,4.106876561610577e-17,1.6210982646166072e-16,8.420326246813096e-25,1.619180495902986e-23
326,9.03649,0.11066243641059748,8.23563843169135e-24,3.293800351685676e-19,8.271799518641347e-17,3.308262788556982e-12,3.6828657721673674e-17,1.4248535001125478e-16,7.532175822814387e-25,1.4186245953630478e-23
327,9.1622,0.1091440920302984,7.488442618662284e-24,3.183402157600112e-19,7.545708085457693e-17,3.207746206134071e-12,3.276520928788155e-17,1.238793330162155e-16,6.684225036644967e-25,1.229391948938371e-23
328,9.28966,0.10764656618218536,6.808767280912568e-24,3.0758736421201127e-19,6.883352332539871e-17,3.1095675818498078e-12,2.88876346511738e-17,1.0634285150536925e-16,5.878138368467731e-25,1.0519056600746915e-23
329,9.4189,0.10616951024004925,6.190532081538662e-24,2.9725418561769947e-19,6.279137596800969e-17,3.0150880540378853e-12,2.520516315115311e-17,8.992735496725926e-17,5.115557640744713e-25,8.865838140198657e-24
330,9.54993,0.10471280941326272,5.628881196860218e-24,2.8722489711176327e-19,5.727960309858327e-17,2.9228060659319282e-12,2.1727909466833136e-17,7.468856196395374e-17,4.398415350308936e-25,7.339664022040453e-24
331,9.68278,0.10327612524502261,5.118994911605e-24,2.7764170187229664e-19,5.225164890163819e-17,2.8340010055091012e-12,1.8465739786233702e-17,6.068141184261456e-17,3.7284430109721725e-25,5.9448427940732906e-24
332,9.81748,0.10185913289357351,4.655119012335572e-24,2.683062495216296e-19,4.766504419105548e-17,2.7472614999306758e-12,1.542890753637368e-17,4.796296597712427e-17,3.1071654672450736e-25,4.6842149964903096e-24
333,9.95406,0.10046152022390864,4.23311565593714e-24,2.5933440342415117e-19,4.348104768927284e-17,2.6637900967669863e-12,1.2628061655200465e-17,3.65924530973415e-17,2.536413264164645e-25,3.562473636846542e-24
334,10.09253,0.09908318330487995,3.9753257090487416e-24,2.50595182267048e-19,4.0963777636968053e-17,2.582260190634601e-12,1.1721303764825812e-17,3.211971263225771e-17,2.3480051460127065e-25,3.1170543040698542e-24
335,10.23293,0.09772372135839882,3.7928723057674975e-24,2.4219670007960777e-19,3.921028509194598e-17,2.50380210375374e-12,1.1679390900132873e-17,3.064130986135832e-17,2.3332889696756545e-25,2.963981907121059e-24
336,10.37529,0.0963828480938846,3.6194821066001396e-24,2.340164753839454e-19,3.754049544720844e-17,2.427168907038693e-12,1.1636969576343682e-17,2.917783134849371e-17,2.3184549587204013e-25,2.813192453034682e-24
337,10.51962,0.0950604679636717,3.453079512972886e-24,2.261552004535629e-19,3.593353967553915e-17,2.3534230352347582e-12,1.1594040009649082e-17,2.7730657163945832e-17,2.303544403518134e-25,2.6648130130992835e-24
338,10.666,0.09375585974123382,3.2949117431126516e-24,2.1849614861381544e-19,3.440329187682279e-17,2.2813924501727503e-12,1.1550581719841122e-17,2.6300523228981126e-17,2.288763908174519e-25,2.5188840401507543e-24
339,10.8143,0.09247015525739068,3.143868082258696e-24,2.1113698451275527e-19,3.293821044764919e-17,2.212075776464124e-12,1.1506636620896203e-17,2.4890239417049524e-17,2.2738781976949677e-25,2.375709797209828e-24
340,10.9648,0.0912009338975631,2.998924051815727e-24,2.0396961085777497e-19,3.152825975955183e-17,2.1443713688864645e-12,1.146212523411092e-17,2.349876342922766e-17,2.258862315188258e-25,2.2351695708320436e-24
341,11.1173,0.08994989790686587,2.8612073726001848e-24,1.9708307757730862e-19,3.0185613014198056e-17,2.0792178743721963e-12,1.1417110320077653e-17,2.2129618984184958e-17,2.2437394444132873e-25,2.097602886534095e-24
342,11.272,0.08871540099361248,2.7290659489670325e-24,1.9037680355380436e-19,2.8893489815590753e-17,2.0155798128251887e-12,1.1371536503275038e-17,2.0782708811454084e-17,2.2284929898619096e-25,1.9629813950003397e-24
343,11.4288,0.0874982500349993,2.603518386413522e-24,1.8393342127681162e-19,2.766304606897507e-17,1.954339455775396e-12,1.1325437042352012e-17,1.9460666268881737e-17,2.2131361441509326e-25,1.831548207545903e-24
344,11.5878,0.0862976578815651,2.483615312341777e-24,1.7765782003405562e-19,2.64850013860669e-17,1.8945235143565914e-12,1.1278786389531416e-17,1.8164435608458886e-17,2.197715758485665e-25,1.703359186567677e-24
345,11.749,0.08511362669163333,2.3685679604376874e-24,1.716270944917895e-19,2.535128630497907e-17,1.8369612706189936e-12,1.123158854125174e-17,1.6895871056022563e-17,2.182225249175813e-25,1.5785794206080049e-24
